text,sentiment
filamu ipokewayo ilikuwa filamu bora sana kwa umri wake,positive
Jihn royne alifanya kazi nzuri sana ya kuwa kijana sana katika biashara ya sinema,positive
kuwapo kwake kwenye kiwambo kulikuwa kumeng'aa hata ingawa kulikuwa na waigizaji wengine wakuu kwenye kiwambo pamoja naye,positive
Nadhani ni lazima ione filamu ya ki-Yohn ya kale sana,positive
Kwa kweli sioni jinsi mtu yeyote angeweza kufurahia sinema hii,negative
Sidhani nimewahi kuona sinema yenye kuchosha kama sehemu hii ya nguo isiyo na lishe,negative
Labda ingekuwa bora zaidi kama mkurugenzi angetumia sehemu kubwa ya maonyesho ya sinema akiigiza kazi yake mwenyewe ya sanaa ambayo kwa kweli ni yenye kutokeza,negative
Jambo jingine ambalo sikupenda ni wakati mtu fulani alipopigana ngumi usoni lita moja ya damu ingemwagika mara tu baada ya,negative
Njuzi ya kibahozi kabisa ni miwani ya taa,positive
utendaji wake ni kazi ya akili tu,positive
anamiliki filamu hiyo kama vile tu chombo cha kutengenezea makaa ya mawe kilivyomiliki binti ya wachimba makaa ya mawe na kwatodi kilikuwa na mipira mikubwa ya moto,positive
"Kwa kweli, ni vigumu kukumbuka kwamba miale ya taa inatenda na haikuchezwa na mtu huyo mwenyewe",positive
Supu za taa zajulikana sana,positive
Maisha ya miali ya jua yaliandaa picha nzuri sana kwa ajili ya sinema ambayo haihusishi tu sinema nyingine kuhusu mwanamuziki,positive
Bogick ni mkurugenzi mkuu,positive
"Kwa kushangaza, mara nyingi mimi huona sinema zake kuwa ni kupoteza wakati kabisa kutazama",negative
Sehemu ya pili ya spidrocock iliboresha sana msisimuaji na kukimbiza sinema,positive
ambayo huridhisha wasikilizaji ambao huharibu nyingi za filamu zake,negative
Kwa sababu hiyo simulizi zima halina nishati,negative
njama hiyo inanguruma kama mashine ikitegemea kwa makini mandhari mpya,negative
Kuna kasoro za kawaida za kiakili,negative
shamima inaudhi sana,negative
Hii ni sinema isiyovutia kuhusu mwandishi anayeishi katika utamaduni wenye baridi kali,negative
yale mambo ya kuigiza yaliyo wazi hukukazia uangalifu wako kwa sababu yanapotea kihisia - moyo na yameruka - ruka,negative
Na sehemu nyingine ya nyumba hiyo inazungukwa na wanajeshi wakiimba nyimbo kuhusu ukiume ambao wanajiapa kurahisisha usafi wa panga n.k,negative
Anaweza kukudunga vipande - vipande na kuua mwendo wa sinema haraka kuliko mtu mwingine yeyote,negative
schrader ametengeneza filamu nyingi zisizo na ujuzi,negative
"Nilipoitazama filamu hii kwa mara ya kwanza katika miaka ya 80, niliipenda sana",positive
Nilivutiwa sana na muziki wote uliokuwa ukicheza dansi,positive
"Hata hivyo, hivi karibuni niliangalia tena kitu chote cha dvdos na mimi nilivutiwa sana na jinsi mchezo huo ulivyokuwa mpumbavu kupita kiasi na jinsi ulivyokuwa na mashimo mengi yasiyopatana na waziwazi na jinsi dansi hiyo ilivyokuwa ikipamba moto",negative
Hii inamaanisha katika ulimwengu halisi kwamba hangeingia kamwe katika ile dansi ya bale ambayo kwa ujumla ilikuwa ya kusikitisha sana,negative
tabia zake pia hazikuwa na kina kirefu,negative
woa anazungumzia mambo mabaya sana,negative
Wala msifanye ulegevu kuwafukuzia kaumu ya maadui.,negative
ilikuwa mbaya sana.,negative
Majadiliano mabaya zaidi ni kwamba tu ungeweza kuendelea kwa muda mrefu,negative
Lakini kwa kweli kile kilichoifanya isitambuliwe kilikuwa ni mwongozo,negative
waigizaji maskini,negative
hata huwezi kujua kama wana kipawa chochote kwa sababu hawana maneno yenye kusikitisha tu bali pia mkurugenzi hakuwaonyesha hatua yoyote,negative
Ukichunguza picha za wakurugenzi katika tovuti hii utaona ni kwa nini filamu hii haikujitokeza,negative
Hilo hata halingekuwa jambo zuri kama vile kuchezewa kwa muda mfupi tu,negative
Ikiwa nia nzuri ingefanyiza filamu nzuri basi sinema hii yaweza kuwa moja ya sinema kubwa zaidi iliyopata kutengenezwa,positive
Filamu hiyo ina waigizaji wakuu ambao mwelekezi stadi ni mtu mwenye sauti ya chini sana aliye na picha za hewani ambazo zilipaswa kusisimua hisi na uwezo wa kufikiri na watu ambao huenda mtu akajali sana,positive
Haijalishi filamu hiyo inashindwa,negative
sinema hiyo haina maonyesho ya kuonyesha hisia na sherehe ya uzalendo unaokazia usimulizi,negative
Hakuna mwigizaji ambaye ametumiwa vibaya zaidi na mamba aina ya june katika sinema hii,negative
Na bado ninafurahia kuitazama,positive
Kwa kusikitisha hii ni sinema mbaya iliyo wazi,negative
Maandishi mabaya na matendo mabaya hufanya maandishi hayo yaonekane kuwa mabaya,negative
mazungumzo yakapungua,negative
ile sinemakographyif inaweza kuitwa ile inayochekwa,negative
chombo cha sauti kilifyonza sauti,negative
yule anayetenda kwa ustadi,negative
mifuatano ya maonyesho ya muziki ilikuwa imefyonzwa tu,negative
kilikuwa chema,positive
lililokuwa jambo la kuchekesha,positive
Lilikuwa jambo la kuchekesha sana,positive
Kwa ujumla sinema hii ilikuwa takataka ya bei ya chini,negative
lakini sinema hii si ya kuchekesha kwa kufikiria upumbavu wake,negative
Nilitoka ndani yake nikihisi hasira,negative
Huharibu chochote kile kiwezacho au kisichoweza kusemwa juu yacho kimebuniwa kwa ustadi wa hali ya juu sana,positive
sinema hiyo inastaajabisha kwa kusema kwa ufupi na si kitu ikiwa si mooftheart,positive
Kwa uhalisi kipindi hiki chatoa kiasi kidogo cha kila kitu na kwa karibu kila mtu ambaye wazazi wake wote ni wa kuwaziwa tu na mashabiki wa sks,positive
Na kulitokea hata neno moja kali lililopigwa na kali likitenda kwa hekima ama chombo imara cha kushangaza hapa,positive
mambo yote yaliyoonwa kuwa kazi iliyofanywa vizuri sana,positive
Asanteni sana kwa filamu kama hii kufanywa na kuachiliwa huru,positive
Moja ya sinema bora zaidi za ki-Myxican na moja ya sinema ambazo hazikupata kueleweka sana hata iwe ni zile ambazo zimetambuliwaje nazo,positive
linafikia kiwango cha juu kama maonyesho makubwa ya uhalifu ya nordrama kwa belmondo na lino capeura,positive
sifa inayotolewa kwa kila mhusika na maelezo tata ya kisaikolojia yanayofafanua uaminifu - mshikamanifu kwa mapenzi na tumaini ni mambo makubwa sana,positive
Ni drama nzuri sana yenye kusisimua na sinema bora kabisa,positive
nikiwa huko pamoja na melville iliyo bora zaidi,positive
kila kitu kuhusu filamu hii kinastaajabisha,positive
Na nyinyi mkazama katika maovu kama wao walivyo zama.,positive
Maji meusi ni kisisimuaji ambacho huweza kushinda kabisa mipaka yake ya kuchezesha - chezesha - chezesha - chezewa kwa kupindua matazamio ya kutokea kama ono lenye nguvu,positive
tamasha hizi ni halisi na zinashika fuvu hilo vizuri sana iwapo tovuti ya maji meusi itaaminika kwamba kwa sababu walitumia masanduku halisi na bwawa ni maridadi sana,positive
Nilifurahia sana wakati kristopher ekccleston alipodhibiti tardis na mwendelezo wa mfululizo huo,positive
asijue alikuwa akijaribu kufanya nini na filamu hii,negative
Kama ingebadili siku yangu nzuri iwe usiku wenye kumbukumbu zenye kusumbua kuliko nadhani alifaulu,negative
kuna sehemu nyingi zenye kupendeza,positive
ililazimishwa kama kila kitu katika sinema hii,negative
Tena akiwa kilema,negative
hapa ambapo filamu hiyo ilinigusa moyo sana,negative
na hata usinifanye nianze kupiga picha haraka - haraka,negative
"Na alipo liona katika jumba la sinema,dididi kuwa ni mgonjwa",negative
Pitia muhtasari akili za watu wasio na akili,negative
Mpango mzuri niliosema uid ulimruhusu huyo aende,negative
kitendo chake kilikuwa kibaya,negative
kweli ni vibaya,negative
Hata mnyoo wa bipani ukiinuka juu ya maandishi yaliyokuwa mabaya zaidi,negative
kamera ni mbaya tena,negative
kiwango cha 1 kati ya 10,negative
Mwisho wenye kustaajabisha wa mambo matatu bora zaidi ya wakati wote,positive
Kieslowki haachi kamwe kunistaajabisha,positive
Yeye ni mmoja wa wakurugenzi wangu mashuhuri na ni mmojawapo wa wakurugenzi stadi zaidi katika historia ya sinema,positive
matumizi yake ya rangi za bendera iliyoganda katika filamu hizo tatu yalikuwa ya ajabu sana kila picha iliyokuwa kama sanaa,positive
filamu tatu zenye kuvutia sana kuliko zote,positive
Na uhusiano wake wenye hila kati ya filamu hizo tatu ni wenye kutisha,positive
Ni lazima nisimulie jambo hili na ni mnyang'anyi mkubwa ambaye alipenda kumaliza namna wahusika wote wa filamu hizo tatu walivyokuwa waokokaji waliobaki wa msiba wa feri pamoja na kijana hakimu pamoja na mzee aliyeuangalia kwa umri wake akiimarisha furaha yake juu ya mateso aliyokabiliana nayo kwa miaka hiyo mingi,positive
int inafikiria njia bora zaidi ya kuimaliza filamu hiyo lakini tabasamu usoni mwangu ni njia nzuri sana ya kufunga filamu ya ajabu na mambo mengine ya ziada,positive
Napendekeza hili kwa kila mtu anayependa filamu afanyie kazi yoyote ya sanaa,positive
10 kati ya 10 kwa ajili ya sinema na mambo mengine,positive
i alitapika kihalisi alipokuwa akitazama filamu hii,negative
Nadhani ni mmoja wa watu walioona hii lulu za ving'arishaji,positive
Alicheza mchezo wa kuigiza uliovutia,positive
"hadithi iliyosimuliwa kwa ufasaha sana na farani kwa ajili ya polisi miaka 25 mapema, kwa kweli inafunuka hatua kwa hatua na kuacha nafasi kwa wahusika kusitawi",positive
katika mahali pazuri zaidi pana hadithi ya tofauti,positive
Zote zikiwa na filamu maridadi kutoka nicolas roglag bora,positive
ninazitafsiri filamu kwa ajili ya maisha na hii ndiyo filamu ya kwanza katika uzoefu wangu wa miaka mitano ya kazi ambayo niliiona kuwa yenye kuchukiza kwa akili yangu,negative
"lakini mtu anapojitahidi kwa ajili ya umashuhuri na ushairi lakini anapotoa hadithi iliyopotoshwa na ambayo mara nyingi huwa ni hadithi ya kijinga na yenye mambo yasiyo na maana, basi unapata aina mbaya zaidi ya sinema ambayo mpitiaji mwingine anaifafanua kwa usahihi sana kuwa ni kivutio cha kisasa",negative
kwa wale ambao huona sinema hii kuwa yenye akili au hata yenye ustadi ni kwamba tu waweza kusema akili na uwezo wako wa kufikiri ambao kwa wazi uliutumia kujaribu na kuelewa jaribio hili lenye kusikitisha la mwanadamu kujaribu na kuelewa mambo,negative
jambo moja zaidi ninaloweza kuvumilia kutokukamilika kisiasa ni jambo zuri sana kwa uhuru wa kisanii na kusimamishwa kwa kutoamini lakini tabia ya kike ya kitumwa ilikuwa kubwa sana,negative
Hii ni sinema yenye kufurahisha na yenye kuchekesha sana,positive
mwenye kuvutia sana kwa kila pembe,positive
Lina unamna - namna wa ajabu wa kokwa za kisaikolojia zenye kukumbukwa lakini zenye kupendeza,positive
Kwa furaha yetu twawaona wakicheza michezo na kuwa hatari,positive
Hata ina pindi zenye kupendeza,positive
mwanamume aliyekuwa akirekebisha simu kwa kweli alichekesha na maitikio yake kwa kokwa na mkubwa wake wa kazi yalikuwa ya kweli,positive
wahusika wote katika filamu hii hupigwa vizuri sana,positive
Na kwa kweli niliwaona kuwa wenye kuchekesha,positive
Kwa kweli hii ni sinema ya werevu sana,positive
Huu ndio ufikisho!,positive
naipenda,positive
Mwisho ni wa hali ya juu sana hivi kwamba utatoa machozi kamili,positive
Nimesisimuka sana baada ya kuona sinema kama hii,positive
Sitasahau kamwe jambo hilo sasa,positive
Si kidhehebu tu kilicho maarufu,positive
"Mwenye kutua, akatulia,",negative
Hali za malta ni kavu na za ukame kama mazungumzo,negative
sinema hii ni mbaya sana,negative
picha za mpira wa magongo zinawatisha walindaji wanaocheza kama tree wenye umri wa miaka 5 wakipiga mbizi kwa kutumia risasi zilizo na upana wa futi 10 wa neti n.k,negative
"Kwa walio yaona yamekupotea bure,",negative
kusema sinema hii ni ya kipuuzi,negative
akaanza kutazama hili lakini hakuamini katika yeyote wa wahusika hao,negative
hasa uhusiano kati ya msaidizi wa duka la kuokea mikate na mhudumu wa hoteli haukunisaidia hata kidogo,negative
Ilikuwa filamu ya kijuujuu tu na ilinifanya nihisi kwamba ninatazama mchezo badala ya filamu,negative
wahusika walikuwa na jukwaa kubwa na hadithi ilikuwa kama jukwaa,negative
Kufikia wakati ambapo njia hiyo ya pyromianiac ilimfunika msaidizi wa i alikuwa amechoka na hakujali kilichofuata na kwa hiyo nikaondoka,negative
Nafurahi inope kuiona,negative
Sikucheka wala hata kutabasamu wakati mmoja,negative
"Lakini si kitu kingine ila mwayo mmoja tu,",negative
Kwa kweli ni wonyesho mzuri sana wa kutazama,positive
Ni elimu sana kwa watoto wenye umri wa kati ya miaka 1 hadi 8,positive
"Bila shaka, kipande cha asali ni chenye umbo la pia",positive
ni jambo la kuchekesha,positive
""" babie bop "" anavutia sana",positive
Watoto pia ni wenye ubaridi,positive
lakini askari - jeshi wa dhoruba si mbaya vya kutosha kuweza kufanya sinema mbaya ajabu,negative
"Na shari ya wasiwasi wake,",negative
mtu aliyesema kuwa hes alikuwa na mazungumzo mazuri zaidi na mimea yake yenye madoa ana haki ya kufanya hivyo,negative
kila kitu kuhusu sinema hii ni cha kipumbavu,negative
"Hata ikiwa unapenda sinema mbaya, usiitazame sinema hiyo",negative
Hakika huo ni uchafu.,negative
Ningeupa mfululizo huu wa televisheni mfululizo wa 10 kuongezea kama ningeweza,positive
Waandishi walikuwa wakipigwa na na ninafikiri waigizaji na waigizaji bora zaidi walikuwa ni nyongeza kwa wahusika hawa wa kipindi hicho walikuwa halisi sana,positive
Ni lazima niseme kwamba nimepitia visa vingi na ninajikuta nikivitazama tena na tena,positive
Sasa unajua ni kwa nini niliitoa 10,positive
Sijui kabisa ni nini hasa kuhusu sinema hii lakini tuliishikilia sana sinema hii yenye kuvutia na imekuwa sehemu ya pekee ya kumbukumbu za familia zetu,positive
Ni kweli kabisa kwamba ninapendekeza sinema hiyo kwa mtu yeyote anayependa sinema nzuri za familia zenye kujenga kwa sababu hivyo ndivyo ilivyo hasa,positive
mambo ambayo watoto hao wanne hujikuta ni yenye kuvutia sana kutazama,positive
Hii ni moja ya sinema bora zaidi zinazoonyesha uhusiano wenye nguvu kati ya ndugu na dada zako,positive
Hatua nyingine zenye kupendeza zaidi zinaleta wasiwasi zaidi na kupunguza ubishi usiohitajika,positive
kila kitu kuanzia kufanya kazi hadi sinema ya kompyuta kilikuwa thabiti,positive
Hakuna haja ya kuchunguza tatizo hilo,positive
Mboga ni mwenye kipawa na mwenye matumizi mengi sana katika njia nyingi sana za kuandika na kuonyesha herufi tofauti - tofauti kwenye kiwambo,positive
sinema hii ina madhara yake,positive
Ninafurahi sana kujua mtu mwenye akili wa siku ya kisasa hivyo ni kana kwamba anasahau tamaa ya sanaa ikimsukuma na kutuchukua kama wasikilizaji pamoja naye,positive
wahusika wapya walisahau jambo hilo na nilijikuta nikimsahau nani,negative
Nilihisi kana kwamba kwenda kwake katika nchi kavu hakukuwa na faida yoyote,negative
haikunifanya niwe na hofu au kunifanya niwahurumie watu waliokuwa wakiniudhi,negative
misogeo ya kamera yenye kutisha ilikuwa pia ikiudhi,negative
njama hiyo ilikuwa sawa na hofu ya kila mmoja wao iliyokuwa ya gharama ya chini,negative
kulikuwa na majaribio machache yenye kusikitisha ya kufanya wahusika wawe na kina lakini hayakufaulu katika sehemu nyingine za njama hiyo,negative
Nadhani ilipaswa kuwa mpindo wa werevu kisha ikaangaza nuru fulani juu ya hali hiyo lakini ilikuwa tu ya kipumbavu,negative
Ukiiona labda unapaswa kuiacha tu kwenye rafu,negative
elias koteasjack palations hucheza vizuri na malaikana ni mwenye joto na yeye huchoka kabisa anapoonekana katika jambo hili na ni mwenye ubaridi kama ilivyo kawaida kwa mchezo wa KEle horeni husaidia kufanya sinema hii iwe yenye kufurahisha sana kwa kutenda vizuri na kwa kiasi fulani cha fedha,positive
Hii ilikuwa filamu yenye kutisha sana hivi kwamba niliinunua kwa kutumia ebay,positive
"Nilipenda sana mstari wa hadithi na dubu wa ""spor "" alikuwa mwenye kuvutia lakini kama kuna yeyote aliye na swali kuhusu umayamaya wa chuma tu anauliza mbali",positive
filamu hii isiyofurahisha kabisa ni ya kiwango cha juu na isiyo halisi hivi kwamba katika muda wote wa dakika 90 za kuteswa kabisa labda nilitazama saa yangu karibu mara 70000,negative
Kengele ya kifua ni ya juu sana kuliko kifaa hiki na inamshusha moyo sana,negative
Sinema hii yote inakufanya uwe mgonjwa unapowatazama wazembe hao wote wakitoa udhuru kwa matendo yao ya kipumbavu kwa dakika 90,negative
Mungu na i huwezi kamwe kupata tena dakika 90,negative
Nadhani sehemu zenye kustaajabisha zaidi ni madondoo ya vitabu vyake,positive
seti zilizobuniwa hasa ili kufanya kazi na kamera ni maridadi ajabu na zenye matokeo,positive
ingeweza kutumiwa kama mifano kwa mbuni yeyote aliyeweka rasmi,positive
hadithi zilikuwa uvumbuzi wenye nguvu wa asili ya mwanadamu na sanaa,positive
baada ya kutazama filamu hii nataka kujifunza zaidi kuhusu kazi za msanii huyu,positive
Napendekeza sana filamu hii kwa ajili ya mtu yeyote anayependezwa na mashairi ya sanaa ya maonyesho ya siasa au historia ya papanese,positive
hapa katika upepo na simba twaona fasiri nzuri ajabu ya enzi ya kifalme,positive
Kinachofanya hadithi hii iwe tofauti ni ile thamani kubwa sana ya upigaji picha usio na kosa na kuhariri ule mzuri sana unaorusha ridan keith anayecheza historia yenye ukatili na iliyo dhahiri,positive
Ingawa upepo na simba wanaelezwa hasa kupitia macho ya mwana huyo kila mshiriki wa familia anaweza kutambua kama ni ndege wa baharini aina ya bnerys wa hali ya juu aina ya brigan bedace bergens firene jahn hustons au steve kanalys pallylys mhovelypny frive ploveroverovet mkubwa wa kijiti,positive
Hilo ni jambo la kusisimua sana.,positive
Nadhani ni filamu ya robint ryans iliyo bora zaidi kwa sababu alichora mtu kama baba yangu na alikuwa baba halisi ingawa hakuua mtu yeyote bali aliathirika zaidi wakati wa vita ya ulimwengu ya pili iliyomfanya awe mbaya zaidi,positive
Haikuwa rahisi kumchangamsha ili apitie tu siku hiyo kwa siku hiyo.,positive
Mama yangu na ndugu yangu walilazimika kufanya hivyo wakati ilipoona robirt ryan akionyesha mtu wa aina hiyo ilikuwa mwigizo mzuri sana wa mtu wa aina hii na mimi alivutiwa,positive
karibu nyimbo zote zilizo katika msichana wa jalada ni za kizamani na si zenye kupendeza sana,negative
Jambo lenye kuudhi zaidi juu ya msichana wa kufunika ni njia ambayo riita nyasi kavuworth hutukuzwa,negative
Kwa bahati mbaya msichana ni mfano wa jinsi holilywood ilivyotumiwa kuwatumia wanawake kujifaidi kifedha,negative
"Hivyo, masimulizi mengi yasiyo sahihi hukumbukwa na kila sehemu huandikwa vizuri sana",positive
ile sinema nzuri pia humrembesha sana na kumfanya awe na sura nzuri ya monica,positive
maelezo mazuri juu ya leo ya upendo na bila shaka sinema inayostahili kuonwa,positive
kwa watu ambao ni wa kwanza kutengeneza filamu nafikiri walifanya kazi nzuri sana,positive
Ilipendwa sana nilipokuwa katika sinema nyumba nzuri na maitikio mazuri sana na vicheko vingi,positive
filamu yake maridadi na namna nilivyohisi nilipotoka nje ya sinema,positive
Mlima huu una kelele za kaskazini na una mtazamo mzuri kuhusu jamii inayowakilisha,positive
i badala ya hivyo niliifurahia,positive
Niliipenda,positive
Ninawachukulia kwa uzito,negative
"Hata hivyo, hilo lilitokeza hisia ya pekee",positive
Kutengeneza vitu vya kale kwa mkono kulikuwa kazi nzuri sana kwa kutumia maandishi hayo,positive
ulimwengu ulio bora zaidi ya 95 ya takataka zilizo katika maduka ya dawa leo,positive
jukumu lake lilitimizwa vizuri,positive
si kwa kupiga kelele pia si kwa kiume bali ni sawa tu,positive
kamera kwa kweli humpenda katika sinema hii,positive
Laiti angalimtupa katika daraka hilo baada ya kuutayarisha mwandiko,positive
nikiwa raia wa European filamu hiyo ni kikwazo kizuri kwa wakati wangu nikiwa mwanafunzi katika miaka ya 1980 na mambo yaliyoonwa niliyokuwa nikiishi ng'ambo na kuchangamana na mataifa mengine ingawa hali zilikuwa tofauti kidogo,positive
Mimi ni shabiki wa filamu yake iliyovutwa vibaya sana,negative
iliyo mbaya hata zaidi kuliko kupe,negative
sinema hiyo ilikuwa mbaya,negative
sawa na majengo 3 au 4 tu yalitumia sehemu kadhaa labda mbomh duni,negative
Haukuacha chochote ulicho kifikia ila ulikifanya kama kilio nyambuka.,negative
"Filamu hii ni nzuri sana na mpunjaji ni virukato vidogo sana wakati anapoogopa na sehemu zenye raha zaidi zinashikwa chini ya pazia na wakati malaika na mlaghai wanapoimba judi, lakini kabla ya hapo hakuna yeyote aliyependekeza kikamili kwamba sinema hizo zitoke kwenye chapa ya pekee kwenye june 20 jalada lina ulaghai kwenye takataka na malaika chini ya kifuniko cha kifuniko cha june",positive
Si rahisi kuelezea filamu hii zaidi ya mandhari za michezo ya kimahaba za mchezo wa kuigiza na mandhari za nje za duka la dawa za kulevya ni za kuchekesha mbwa watumia - nguo wana kitu fulani cha pekee cha kuchekesha cha kuchekecha watakipenda kukinunua kitokeapo huwa na sura mpya,positive
Sasa tulichaguliwa kuteswa kwa propaganda hii yenye kuchukiza ya american,negative
kipindi hiki kinafanywa kwa ajili ya wamerica ambao ni wajinga sana na umejaa chuki na vichli vya kuweza kukubaliwa kwingineko,negative
karibu kila mtu anayehusika anapaswa kurudi shuleni ni jambo linaloweza kutabirika kabisa na ni rundo la takataka kuzunguka,negative
Laiti ningeingia katika viwango hasi vya maadili,negative
jozi hizo ni mbaya sana hivi kwamba haziwezi kuonekana mahali popote katika kisa cha ndege wa radi,negative
matumizi ya hali ya polepole ya kihisia - moyo hujirudia - rudia kotekote katika sinema hiyo lakini yametegemezwa vizuri na matendo mabaya na mabaya ni neno la fadhili hapa ambalo halina mandhari ya kuendelea ambayo hutupwa bila sababu yoyote magari yoyote yaliyoonekana kana kwamba yalitengenezwa kutokana na kisanduku cha mahindi na mtindo wa uelekezi uliopakana na ujinga,negative
oh yeah na picha hiyo ilikuwa ya kusikitisha pia,negative
Ninachukia kuandika mambo mabaya kuhusu filamu hasa zile ambazo ninazipenda sana lakini filamu hii ni mbaya sana hivi kwamba hakuna yeyote angeweza kuionea fahari,negative
Mimi si mtengeneza filamu wala mimi si mkurugenzi lakini ningeficha kichwa changu mchangani kama ningetumia kiasi chochote cha fedha na wakati kwenye sinema hii,negative
Kwa ufupi hii ilikuwa ni kupoteza wakati na nishati nyingi na singependekeza yeyote aone filamu hii,negative
lilikuja likiwa huru na mchezaji wa mchezo wa GEl i kununua lakini bado nilirudisha kitu hicho katikati kwa sababu niliaibika kwa jinsi ya kuezeka,negative
110 na ni kwa sababu tu hakuna kikao cha 010,negative
Wazo lenye kupendeza na lisilo la kawaida ni kama mfuko hatari wa kokwa ambao nyakati zote ni kama taarifa ya mapenzi ya kumuona hengo mchattie na fumo hendrikson huku akizungumza kwa sauti kubwa juu ya shavu la kichwa,positive
Inayo gonga pia,positive
Lakini kitendo cha wataalamu kama vile heromo na debbie rochokon kilikuwa kibaya sana kukielekeza kwa yule aliyekuwa mpiga - mbizi na kazi ya kamera haikuwa rahisi kuvumilika,negative
Na bado ni seti zilizofikia 10 kwa kiwango changu cha sauti,positive
"Ndiyo, ninarahisisha mambo hapa kwa ajili ya ufupi kwa ajili ya hili kwa kweli ndiyo kiini cha matatizo katika filamu hii ina mambo mengi sana yanayoendelea bila maelezo yoyote ya kweli yenye kuridhisha",negative
Wote hufanya kazi nzuri na ni wenye kuchekesha,positive
Lakini njama hiyo yenye hila haikunisadikisha hata kidogo na sehemu kubwa ya sinema hiyo ilitazamwa kwa jicho lisilo la kawaida lenye kutilia shaka,negative
Ninamruhusu rafiki yangu wa kike aongee nami ili kuona wazo hili baya ambalo sisi sote tulilichukia,negative
dakika 15 za mwisho za sinema pia si mbaya,positive
bela lugosi alikuwa na tabia mbaya sana ya kuunganisha mistari isiyo ya kawaida,negative
wonyesho wake ulikuwa wa mbao lakini haukuwa mbaya zaidi ya kipindi cha sinema ya bli,negative
Mimi hupenda kupiga makasia kwenye kampuni yangu ya nyaya kwa muhtasari ukisikika kuwa wenye kupendeza kwa hiyo niliitazama mara mbili tayari na labda nitaiangalia tena,positive
Ninaamini kwamba mwandishi wa kampuni hiyo alifanya kazi nzuri ya kuunganisha sehemu za siri za sinema,positive
mara nyingi nambari zangu 810 kwa ajili ya njama hiyo,positive
Nimesema zaidi ya mwingine yeyote asiyependa waharibikaji ili sitaki kuwa mmoja lakini naamini filamu hii ina thamani ya wakati wako,positive
Eleza sinema chafu,negative
si yenye kutisha sana na isiyofahamika sana,negative
Mpango huo hauning'inia pamoja hata kidogo na tendo hilo linahuzunisha sana,negative
si nzuri hata kwa thamani ya kambi,negative
int akitarajia kupata vifaa vya oscar lakini hivi,negative
soni lazima awe na iq ya moluska mpumbavu hasa ili usimwone huyo akija,negative
filamu hii na ninaitumia neno hilo bila kutiliwa chumvi ni matusi kwa umma wanaopiga filamu,negative
ikiwa ni mtu fulani tu aliyehusika na simulizi hilo aliyejua jinsi ya kuunganisha simulizi,negative
hili hupata mtu 1 kati ya 10 kwa sababu tu hakuna kitu cha chini zaidi,negative
Hii ni moja ambayo haikuwa nayo lakini niliitazama hivi majuzi kwenye kituo cha filamu cha mbweha na ilikatishwa tamaa sana,negative
Najua alikuwa mchezaji wa kulipwa asiyedhibiti sana maandishi yake lakini kitendo hicho kilikuwa kibaya kama herufi,negative
Mshindi mclaglen hata alikuwa mbaya na dolevini ilikuwa karibu isiyoweza kutambuliwa,negative
Kutazama uhusiano uliopo kati ya taylor na tanwick kulishangaza jinsi kemikali ndogo zilivyokuwa kwenye kiwambo kati ya hizo mbili,negative
lakini dhana ya filamu hiyo ilikuwa ya kipuuzi sana hivi kwamba rais wa filamu yetu,negative
mandhari za vituo vya kifo hazikuwa zikisonga,negative
jambo lililo baya zaidi ya kuimba kwa tayls lilikuwa kuimba kwa sauti ya chini,negative
popote pale mtayarishaji alipokikosa kabisa,negative
Nilivutiwa sana na jinsi alivyocheza,positive
Nilijua nilipoiona sinema hiyo kwamba mwigizaji huyo mwenye kipawa angenunua vitu vikubwa zaidi,positive
sinema ya hali ya chini na isiyo na furaha na yenye picha za watu masikini na yenye mtindo wa kushupaza wa hali ya chini inafikiri ni mafuta ya aina gani katika kesho bora na baadhi ya wachech waliotupwa ndani ya kiwanda kilichoachwa tayari kwa ajili ya judo wachache waliofishwa vibaya wakibingirisha mchanganyiko wa la jaji,negative
hata sehemu ya mbele huonekana kuwa mbaya sana,negative
Haionekani mbali sana kama america,negative
Kama kwamba njama hiyo ni ya kudumu na ya karibuni sana hivi kwamba mwisho ni kama uuaji wa huruma,negative
mazungumzo mabaya na hali ya kukosa tumaini ambayo kila mtu anayepigwa risasi anapoteza nafasi na wakati,negative
Nilikuwa na wasiwasi sana juu ya jinsi sinema hii ilivyokuwa mbaya lakini haikuogopa hata kidogo,negative
mazungumzo yamejaa mambo yasiyo na maana,negative
Dakika 30 hivi za video zinatupwa ili kuonyesha waigizaji wazee - wazee wakiropoka kwa maneno yasiyo ya kweli na yasiyo na maana sana ili kumfanya kijana abadilike rangi nyakati zote akiwa mzee - mzee na nyakati nyingine katika latin ambayo huenda yakatamkwa au isikike kwa maneno,negative
upande unaoelekeza ni wa kizembe kabisa,negative
Kwa hakika maandishi yaliyochakaa yalizidi kuwa mabaya zaidi kwa ule mwelekezo mbaya,negative
bila shaka kitendo hicho ni bla,negative
kutenda kwa ujumla kwaweza kuwekwa kwa kiwango na usawaziko kamili kati ya kutenda kupita kiasi na kutotenda ifaavyo,negative
na hatimaye baada ya hayo yote twafikia mwisho ambao ungekuwa mkubwa kama ungeshughulikiwa na watu hodari wala si wenye kucheza - cheza,negative
Niliipenda sana sinema hiyo na ilivutia sana familia iliyokuwa na sehemu yake ya juu na chini lakini mwishowe walijua kwamba walikuwa na upendo wa pekee kati yao,positive
